session,method,gender,emotion,n_annotators,agreement,path,p_neu,p_fru,p_xxx,p_sur,p_ang,p_hap,p_sad,p_exc,p_oth,p_fea,p_dis
1,script,F,sad,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F010.wav,0.0010641277402818976,0.0013427524063088473,0.04414687381800188,0.00043380228905112614,0.024045303685604716,0.03938017186716137,0.6445377070871289,0.07154805355528071,0.004835755383761498,0.04573506511335327,0.12293038705406584
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F011.wav,0.0058797191932264525,0.019497521051547693,0.6546115178524017,0.06354102719886255,0.0278554647070098,0.024004347258554683,0.002305286253264688,0.07299608818104074,0.061918918084753256,0.043675942519980006,0.023714167699358444
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F012.wav,0.1021011604952403,0.033919327174926996,0.6204797486396574,0.006134576001797611,0.010176005387386562,0.011326911114617155,0.10927414551443634,0.09239128965411408,0.0024841753218811445,0.0063692534363869865,0.005343407259555385
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F013.wav,0.0006115963611734246,0.027380288428142018,0.6540129271166301,0.06994276422831827,0.010182540660361396,0.04555547468680199,0.007058836289881935,0.008779206632425223,0.013807592496374426,0.03617526187114692,0.1264935112287443
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F014.wav,0.0993611497663447,0.6907198081775825,0.08563498479288331,0.051602676506830716,0.0041698003117509866,0.001933223250709218,0.0038634151204957317,0.0046870266899351355,0.017032998910099562,0.03360052308904354,0.0073943933843245765
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F015.wav,0.6330576802275741,0.003412423388571516,0.061000530017502295,0.043574808314235054,0.00018057358090573124,0.04690889959039352,0.05163999046569301,0.0029486113313390307,0.009286582936548143,0.02096298953496542,0.12702691061227223
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F016.wav,0.08098720495038117,0.043573591136477186,0.6621126263810325,0.06872832962305597,0.0012130847297012915,0.03845919626737704,0.055280773409883764,0.011641493643536375,0.017969806931092444,0.003475322810784696,0.016558570116677537
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F017.wav,0.07853351894824626,0.6067042220369725,0.05413393288414107,0.009142785409940232,0.01943634584341127,0.01571521446753034,0.0468866830781656,0.03867506601588622,0.017093227581595424,0.03471374854636722,0.0789652551877438
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F018.wav,0.044458925773346654,0.052591856379740856,0.6373920220484777,0.07154499609206076,0.06832771965865483,0.02758454754574138,0.004794876798973797,0.02714691277634981,0.044730574720092134,0.01105550382899654,0.010372064377565528
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F019.wav,0.002822773436015983,0.6586304021989443,0.003046098922511168,0.011738971276989786,0.01994190888608714,0.02694186807925135,0.11596625152886927,0.0064094581513556535,0.011226916329278483,0.09849573404613113,0.04477961714456569
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F020.wav,0.03639746503641197,0.00710694829824719,0.6224117071589443,0.028132040448697593,0.016518864963947087,0.005906192541336495,0.017365727753517638,0.12217846897949879,0.026287855191100662,0.004463503365218177,0.11323122626308009
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F021.wav,0.03414855921924944,0.696184322455393,0.019046474736790407,0.006301694542148579,0.010589944342863845,0.01969972860245003,0.09014593824610626,0.014268185546252947,0.03270446731154112,0.02406127477225373,0.05284941022495069
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F022.wav,0.051037521591037825,0.0029212539979668545,0.6813857624939141,0.021268933670377285,0.0637576061434922,0.042462604309884175,0.012599837018988766,0.01128308107166011,0.025935726626361056,0.0727367273487096,0.014610945727608002
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F023.wav,0.020465676246967535,0.6123953734169452,0.021421720361487942,0.01798349422498327,0.11176550724674753,0.04199254539503725,0.08816014240683073,0.019396929862325392,0.0001652821952619558,0.02893911696229004,0.037314211681123206
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F024.wav,0.6391700624004538,0.027611411767819158,0.018565917928681355,0.1369260984243013,0.03352257719237233,0.0005428973343352509,0.029173391254168065,0.014681411607491944,0.00449505224150204,0.06044725061525657,0.034863929233618154
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F025.wav,0.6946165652399275,0.0008688128958573282,0.025919244519508642,0.008813754673997722,0.0072685568980379225,0.13327056783311275,0.03196288555055839,0.0364638696096654,0.02184700852156656,0.008006665915633326,0.030962068342134424
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M000.wav,0.022377096890372497,0.043189697451466724,0.6564749729889726,0.06074957022367568,0.007666614164220899,0.06399203058093152,0.04656101041369587,6.841336522072616e-05,0.005648465424228029,0.027293051595387884,0.06597907690182751
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M001.wav,0.06170925353681592,0.02843551884561598,0.6736472542736605,0.010080341514813193,0.03061609367587835,0.0762506482362603,0.03490220699604846,0.002912409308200612,0.06054425275928769,0.019084702466192295,0.0018173183872267963
1,script,F,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M002.wav,0.04797604086296452,0.011963315198897043,0.0043808796507191685,0.03159235781716715,0.03235568881903772,0.05959375344813352,0.008152011581506378,0.6931900346400767,0.06644843842817247,0.01563421030358137,0.02871326924974396
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M003.wav,0.021236972901494955,0.036385884051541216,0.6642948935481102,0.10903483984764414,0.004529539918856897,0.04066830635131907,0.008996712684727973,0.006534957337570485,0.01336449344052352,0.06254904276257942,0.032404357155632106
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M004.wav,0.007129232177029388,0.06683136693424128,0.6748516468865848,0.02679296525100039,0.041006936019801474,0.016642296354052392,0.005895886339545356,0.017508505520481294,0.06251335850222836,0.07918528191373034,0.0016425241013049608
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M005.wav,0.0030028875548662906,0.0024934205471319865,0.6082441052663252,0.028641307953303656,0.05522031097181838,0.05923607830380699,0.09555156581603513,0.01260557556341461,0.0022954678107911172,0.04039904275804054,0.09231023745446612
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M006.wav,0.04557153378729342,0.03468586651142505,0.6961534426309236,0.043599227573343204,0.015694058762270053,0.001887942011245152,0.0071054421362416265,0.037808355775831526,0.019434185815583403,0.04024130612708912,0.057818638868753845
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M007.wav,0.6087551689719874,0.004637241813414213,0.014797547687140648,0.005781080387642131,0.001570717427621935,0.016353683909292562,0.028943635489298437,0.07653407127591348,0.12036419414793437,0.023941164228659422,0.09832149466109526
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M008.wav,0.6910002209137889,0.00544916724931889,0.0016947332488978506,0.009244609094236357,0.022326521172970383,0.0009260093082004462,0.037094533676167815,0.03995185031931335,0.03908255365596966,0.012630835191508634,0.14059896616962775
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M009.wav,0.6483204894691392,0.011064461436711767,0.0005780706065908447,0.07234708042357639,0.015974960263618675,0.12678020856346178,0.00011779042006378299,0.04033466084175485,0.0075404867866168315,0.07487010217197065,0.0020716890164952334
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M010.wav,0.6500565692372645,0.13662672774891974,0.04703356821936376,0.005550153272346021,0.03800003128070734,0.029619306582934657,0.048376608113537535,0.03168354742226893,0.004246653745519312,0.003297418334914804,0.005509416042223434
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M011.wav,0.6766048573307317,0.011443973612853207,0.026363487384965606,0.00898207427625821,0.0847831177123132,0.06579111321646108,0.031246385100888098,0.02424644454104401,0.03821813921069141,0.018888606148651378,0.013431801465142097
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M012.wav,0.003102527065773611,0.6974341377390261,0.02003858847773945,0.062755077677639,0.0021871975223527454,0.08743123962380545,0.0015983152128445902,0.045397309502687944,0.038441321977766604,0.018181767378824716,0.0234325178215398
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M013.wav,0.6497643575524515,0.026123685882413615,0.06192127131035774,0.126082886275333,0.001572123436500944,0.0015542199483470154,0.006874597757954041,0.03723594234373856,0.03552050557242348,0.0022942811701679388,0.05105612875031209
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M014.wav,0.6113980453206264,0.05374183337898517,0.04268621664010399,0.0038196970106445234,0.0014106853561379475,0.04877275588390126,0.0006351324488090224,0.09437722699199924,0.12295468550580656,0.00971908337800885,0.010484638084977113
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M015.wav,0.653897856542815,0.001184535852948783,0.0049787074928036535,0.012448853165250143,0.0485459112836426,0.004185407306297452,0.04933076209454479,0.049763821625831095,0.017489555309875948,0.0739600738834089,0.08421451544258163
1,script,F,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M016.wav,0.06728448187649815,0.03987561764118277,0.036069596274248994,0.04427097404942416,0.06748442491676837,0.011154818027818387,0.005115088651525797,0.6348338590715288,0.02673350817165551,0.024796267553178982,0.04238136376617003
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M017.wav,0.08647036673060052,0.010984835364133057,0.6518813263104811,0.041408401560595,0.019251092840647067,0.0007850111017440291,0.04486087682853807,0.01543748601170275,0.016100593739873242,0.04856882671404787,0.06425118279763732
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M018.wav,0.011872931200185352,0.6817591173733932,0.014603374199503586,0.08789820680079417,0.004409886994207874,0.015411425941561198,0.0745203597545033,0.06722758948283325,0.01433915674483757,0.026779377291638127,0.0011785742165424326
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M019.wav,0.005614883578593722,0.009561533061756456,0.6102913347655611,0.06489217192382594,0.035629322329311305,0.0009134415135572452,0.050616704089010256,0.023829192240220638,0.01648387051900873,0.09905832588054736,0.0831092200986072
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M020.wav,0.6396079591669722,0.09975513864439614,0.057545986414461424,0.0058886674253659285,0.07371143975945373,0.014277703706995553,0.04425436220029748,0.02368783566464385,0.015412883180240153,0.006052268817334342,0.019805755019839253
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M021.wav,0.6240455088335068,0.07969332212861928,0.10027306145889743,0.025181219931614627,0.001131784108624202,0.0018455239576252835,0.02273956290038309,0.0073328523033251,0.004274087154449427,0.020190942639855044,0.1132921345830996
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M022.wav,0.005491643677793401,0.6731922026274203,0.00508230000579862,0.08549619863010612,0.06663836881249716,0.013463914697786945,0.000935130835866422,0.008607212657508646,0.0922780497912994,0.013222821717927687,0.03559215654599527
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M023.wav,0.6319872914493482,0.007012805084207844,0.060468166377562416,0.017464391370787636,0.029035743161615425,0.04940894234915065,0.055325076943439085,0.007031214431093868,0.0599080423318411,0.0663841731755232,0.01597415332543064
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M024.wav,0.6332672900709992,0.03911375650664934,0.0030664953487365538,0.06048186996706901,0.04000027836029114,0.049573030030068806,0.02035553881922251,0.06139296879113765,0.047324209380867746,0.03153703213221795,0.013887530592740034
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M025.wav,0.6066891289761184,0.06666279496771109,0.0623764122027399,0.030686857475754337,0.034668449023712584,0.0020757292512068423,0.04120121179538267,0.027791813052666012,0.04150568141582277,0.0015147159361341021,0.08482720590275135
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M026.wav,0.6567678400247663,0.0367875668804974,0.068542605802822,0.018806609872801052,0.027309540172966638,0.099736046957742,0.015920716396735264,0.005930103912157325,0.03347946318207624,0.023800310642799537,0.012919196154636325
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M027.wav,0.035519848725485074,0.625126458207762,0.010126917383692624,0.020578864407688448,0.007618343817569363,0.032821534740579694,0.09645922359609024,0.01411993930382016,0.1305746368756112,0.010917273676554096,0.01613695926514712
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M028.wav,0.02428783994518577,0.005075788811714176,0.6184395732062834,0.016705119397400367,0.006936662700414183,0.01330071418531078,0.015541973104720145,0.010299496607829545,0.04988157437928693,0.02677743906032063,0.21275381860153408
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M029.wav,0.6237136530338655,0.00513620806348752,0.027370130416698158,0.1209024972678016,0.015207097489424082,0.06225194734285853,0.0037477731285963482,0.04916896928020549,0.023033544119024172,0.02189957037494553,0.047568609483093015
1,script,F,sur,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M030.wav,0.0014000697379806823,0.09249004149739148,0.07668279663302624,0.6932853932940553,0.029227549960068013,0.04084983886079363,0.0025947653919179007,0.02372626243443952,0.008706449339133908,0.02365689535622181,0.0073799374949715495
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M031.wav,0.6685949593776962,0.028992433966703368,0.012512807041857765,0.04939545269942688,0.06380257962463008,0.010655693100619012,0.06406479946464892,0.04725523533646263,0.010225945682538031,0.039903391209119315,0.0045967024962977965
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M032.wav,0.670910857818621,0.021174871159992698,0.016902905880409266,0.015446965711591813,0.04798951371021234,0.0011711952752034751,0.036726416349006204,0.02844323038439569,0.01275838197129634,0.14099004663325612,0.007485615106014978
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M033.wav,0.6716796938630774,0.006358485298986978,0.003301259574291338,0.0757934543185244,0.03766488464023414,0.011773364116252164,0.021856117574261303,0.01671356099224993,0.11068986031678761,0.03561442302380092,0.008554896281533815
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M034.wav,0.6507292447982939,0.07348997428908029,0.056424118512765666,0.00423182743940702,0.01732793391778815,0.03579497499495375,0.012567049726904984,0.021380033122488748,0.023463966439569814,0.00034842916212302896,0.1042424475966247
1,script,F,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M035.wav,0.04807723895841373,0.012760389128513034,0.07744667635252281,0.01865246838881923,0.002842542134034541,0.04510334037492408,0.0344950764974451,0.6372672560433338,0.021092996435402432,0.016502970471708713,0.08575904521488262
1,script,F,hap,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M036.wav,0.10318216910371932,0.029026362724313574,0.008294796139689446,0.03561985568145129,0.036223031663633824,0.6619382311078623,0.05212049830570934,0.014913281528996352,0.02323104375466596,0.016856684872008528,0.018594045117950066
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M037.wav,0.052989019230963386,0.03200244035806238,0.680641376395422,0.002786842480237714,0.017757451879221845,0.021720619340170885,0.06378917102405668,0.04253532086242139,0.05932939629328553,0.005521390957687826,0.020926971178470366
1,script,F,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M038.wav,0.10604085690682621,0.05975870277411409,0.011308525037618367,0.009867633751609147,0.03362793278384843,0.02103430871032797,0.009389769365120027,0.6794133193806031,0.028153182627357068,0.02469747699882563,0.016708291663749913
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M039.wav,0.009802704044794048,0.004159483641507965,0.6339850720035092,0.040538046423774184,0.0027483277092817367,0.024431139750461708,0.06538946285583185,0.034882604145942527,0.07240254015815553,0.05469754454966219,0.05696307471707908
1,script,F,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M040.wav,0.07062550936281538,0.011109676287628874,0.025771053878172943,0.002663843970509599,0.0811481526261051,0.006816132689238689,0.05510368468485869,0.6912648237344333,0.008938475390991315,0.025423609730337842,0.02113503764490826
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M041.wav,0.09106544385057776,0.03346815579857241,0.6482154865073076,0.05713354898016855,0.004969147405360167,0.04211655103477956,0.024659072327443507,0.024540547271793764,0.03054965476179706,0.0022220464296541253,0.04106034563254537
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M042.wav,0.04270570560489583,0.0829380320023692,0.6933925798512599,0.02272440045995507,0.011945251922593972,0.038406195651292274,0.02458213713665065,0.011501304426837406,0.006600476006698862,0.030139622482962057,0.03506429445448478
1,script,F,hap,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M043.wav,0.07010746993952571,0.03812086504110786,0.004322189652767732,0.04606574774267665,0.05384810497826149,0.6978685158914277,0.007422560870302598,0.005149576334363215,0.03188295799506255,0.033825877115924746,0.01138613443857972
1,script,F,hap,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M044.wav,0.013752502404080139,0.0019492251223967444,0.07670427177589259,0.07164521833453605,0.03967625416541803,0.6356639858445245,0.017336170608532084,0.021815361947624054,0.022483985788823563,0.0889758190339759,0.009997204974196275
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F000.wav,0.6518421921142001,0.009490176466756907,0.03027950222066428,0.024025463769156093,0.025869909681267098,0.017513054775465612,0.0015627997297582641,0.14216837297181018,0.05289274148729906,0.021073307676972342,0.023282479106650013
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F001.wav,0.6248478355052963,0.027725293250535216,0.02160583910123643,0.07849840575796062,0.016867719673043704,0.11720597326740972,0.02773129001107545,0.07293379164807107,0.002422183451152534,0.009175617244940397,0.0009860510892784663
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F002.wav,0.009242589588274777,0.6442555474389547,0.009679093151995614,0.029295658236890586,0.09874028833121579,0.03906576336941571,0.009097608377647053,0.0718199939799884,0.009344444876567737,0.018530454443199982,0.06092855820584963
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F003.wav,0.009192487964900135,0.04890550487045407,0.6394069462341258,0.007209692507674832,0.024935959154151848,0.08130615438882392,0.07557746140722296,0.016575656074530137,0.010504665399221234,0.001655713268591261,0.08472975873030386
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F004.wav,0.005399277549404786,0.05464716008588935,0.6545283695076695,0.02581739944325066,0.04119900216152409,0.019115350353271884,0.021927877688942114,0.011067545050004568,0.12884243293012088,0.0015909419936769977,0.03586464323624524
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F005.wav,0.6870769859669017,0.0003620943128903597,0.09623747785074918,0.00947882745129933,0.010527390542421754,0.08009153920983557,0.03292610108935412,0.008237355145098425,0.02089365292677547,0.002309354586973681,0.05185922091770043
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F006.wav,0.6579672706512668,0.018356934739414008,0.01847619429163273,0.03625495454164456,0.05049965459821563,0.08135305562264802,0.02375412598214999,0.051056260876957506,0.03534797815398744,0.026243073337007383,0.0006904972050758785
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F007.wav,0.04447706350528524,0.618486413228894,0.04208642707481559,0.013043344669854757,0.016009743899321718,0.02039324826438281,0.03285231041860804,0.0484138005016803,0.030740165014444477,0.07520417218232252,0.058293311240390555
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F008.wav,0.030143448915224174,0.011733270848170212,0.627810871514973,0.0012565092642029888,0.1972860472979968,0.02608018818036431,0.013487719371659934,0.04319012594045216,0.012162555859036715,0.01776900878541646,0.019080254022503226
1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F009.wav,0.6576887075508764,0.01766929822209676,0.11743006616064178,0.00779315152548127,0.015030857279632147,0.020614648123923926,0.008270788327428563,0.002238485267480228,0.05590759881391723,0.09341180043888388,0.003944598289637853
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F010.wav,0.004180391475777843,0.10747491762420544,0.6280766730022088,0.0063652995870046546,0.018257961723457797,0.005918120164828662,0.04610450818054749,0.0321617542597312,0.06341284985123107,0.05510470955564976,0.03294281457535725
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F011.wav,0.001819833774481483,0.022393795205727277,0.6649917824476256,0.09486608593670781,0.013123106544305353,0.009091051505917658,0.0004920287621071645,0.09456227829977952,0.00403424410219288,0.013429378556207933,0.08119641486494736
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F012.wav,0.019949108451963158,0.025566673242293843,0.6185591401150122,0.02448755361179089,0.05414689662457662,0.037303328265611196,0.0011252397114060262,0.05901605318537074,0.0010152305095739072,0.02096279056242739,0.13786798571997405
1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F013.wav,0.6894880697592927,0.014049113043885841,0.0020351382978104396,0.027489801590428232,0.1335639476036939,0.011147366602860354,0.043960553715763115,0.027172382089609516,0.016371557479872234,0.026878360642666094,0.007843709174117565
1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F014.wav,0.6337786831661564,0.007816831547740198,0.03631280943730153,0.050339640063959884,0.059994422565248284,0.011432441429024208,0.033371176995284815,0.06368383902108841,0.03148494507786426,0.028128510265292526,0.04365670043103945
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F015.wav,0.09713055339638786,0.00025448440025660653,0.639409802603104,0.03037029179905518,0.004738901423354126,0.04230904319744222,0.02068282917317064,0.08931650110040486,0.03024027589529605,0.010371728443275099,0.03517558856825338
1,impro,F,fru,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F016.wav,0.007957966288386078,0.6399363501337163,0.00038461596712148326,0.03198311205052218,0.02393809325540737,0.004466238807304197,0.11447518764601325,0.050712316079738175,0.09854206135001567,0.01167993881601494,0.01592411960576041
1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F017.wav,0.06404457364659351,0.6043567305383009,0.013213782183400634,0.03382368156346359,0.019703227789803168,0.02045613342401713,0.2091107856267799,0.001345904378550319,0.002023279613586784,0.015992932690013704,0.015928968545490384
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F018.wav,0.05275791852892258,0.6526787909435658,0.04890442451568756,0.012445241526992062,0.033945352811060946,0.029807821779990896,0.0647652098762208,0.027702406465263753,0.011019843263302229,0.0427008943308068,0.023272095958186568
1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F019.wav,0.00636083714429637,0.6404817236836564,0.04325334528771121,0.003557872619581467,0.018145543290723924,0.03960349396955735,0.09801624289548669,0.05207713333404463,0.012257744231899131,0.04220739910004868,0.044038664442994105
