session,method,gender,emotion,n_annotators,agreement,path,p_neu,p_fru,p_xxx,p_sur,p_ang,p_hap,p_sad,p_exc,p_oth,p_fea,p_dis,sessionId,utt_idx,topic
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F010.wav,0.0091679540673217,0.6931343787029034,0.0069414834116372,0.0238838951040165,0.0570751601371617,0.0536287281348708,0.016316871799645,0.0102610487638713,0.1043008011479215,0.0221334274547263,0.003156251275924,F01-session-1,10,self-esteem
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F011.wav,0.04372361537247,0.6886564971986049,0.0208803201183681,0.0268819829466188,0.0366883806738327,0.0196013189296113,0.0230311476621714,0.0663114615215997,0.0032874868143053,0.0320770357755118,0.0388607529869056,F01-session-1,11,self-esteem
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F012.wav,0.0034063869513776,0.6399125609381785,0.0162848677686326,0.0133426109044502,0.1077940664956238,0.0043244376945193,0.0652845323979099,0.030527095986303,0.0217301103231231,0.0379281697391641,0.0594651608007175,F01-session-1,12,self-esteem
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F013.wav,0.0361928590642851,0.0096581948790913,0.6869258323141818,0.0620673310368946,0.0264797282189898,0.0045898438831541,0.0249658412644328,0.0671908730780328,0.0181303065206305,0.0140823514103606,0.0497168383299461,F01-session-1,13,self-esteem
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F014.wav,0.0909795261914218,0.6494359088663261,0.0399314619991695,0.0293561459478894,0.0172299165827399,0.0068502193432994,0.0941485538224736,0.0265803780953002,0.0020372503318365,0.001403481448969,0.0420471573705742,F01-session-1,14,self-esteem
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F015.wav,0.669749055946354,0.0666533458238739,0.0290865223128883,0.0124710968565598,0.0109977257528845,0.0068461135250644,0.0053341616710368,0.0834830786311389,0.0483029460446788,0.013785925698391,0.0532900277371291,F01-session-1,15,self-esteem
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F016.wav,0.0295657668765479,0.0340433661109773,0.6700565427783206,0.0280232256289616,0.0600778206826369,0.0054837598229841,0.0150123849888084,0.0264854736240459,0.0204972790587945,0.0053291293482766,0.1054252510796457,F01-session-1,16,grief
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F017.wav,0.0268678622798218,0.0007206752932361,0.6177330511067778,0.042090606759948,0.0071062306282932,0.036273893321432,0.0025189722675131,0.0073699150576602,0.1621047748565448,0.0734006440128073,0.0238133744159651,F01-session-1,17,grief
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F018.wav,0.0422953019824261,0.0041586402528691,0.6483759959512647,0.050985920006533,0.0659221890718458,0.0085865437767842,0.0057324570000618,0.0207763956880093,0.093657221195821,0.0572079673663621,0.0023013677080225,F01-session-1,18,grief
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F019.wav,0.0230098909208485,0.0075922579556526,0.6523803831057624,0.118599667184643,0.0343554019454829,0.0338280317253838,0.0226638819898914,0.0149123893723154,0.0190722547949257,0.0579092455858832,0.0156765954192107,F01-session-1,19,grief
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F020.wav,0.0123080170035487,0.0990834396577808,0.6481964854280278,0.1241255291273545,0.0134297252834939,0.0180413452236305,0.014806673069425,0.0275275676905563,0.0059360464783348,0.0288050697146292,0.0077401013232182,F01-session-1,20,grief
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F021.wav,0.0336017402944435,0.6158884826370641,0.0240129474870448,0.0407806049190184,0.0081440808390382,0.0272658120915162,0.1889921660215212,0.0005064908258412,0.0015562638214829,0.0142553843597904,0.0449960267032388,F01-session-1,21,grief
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F022.wav,0.092601252304035,0.6517404925760187,0.0637754161455208,0.0098603156800182,0.0680747907838496,0.0414922351114299,0.0179249090421505,0.00419227740762,0.000566794688211,0.0293791727261062,0.0203923435350397,F01-session-1,22,grief
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F023.wav,0.0544347960962285,0.6314188292412543,0.0373250461491133,0.0462078568214768,0.0056965225021176,0.0327448689163585,0.002453563069852,0.0174551835694587,0.0435499833465688,0.0262916497903155,0.1024217004972556,F01-session-1,23,grief
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F024.wav,0.0056899748757419,0.6192286512528131,0.0341443666309233,0.0301713482520294,0.0178004915366092,0.0471789176394936,0.0137740526993525,0.0097759366523835,0.0644761907351938,0.0544649600644479,0.1032951096610113,F01-session-1,24,career
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F025.wav,0.0893420120990507,0.6161479805160701,0.083055673287428,0.0900711221374705,0.0062273238157406,0.0211189938014058,0.0090705547375653,0.0026006398320023,0.0640110898953196,0.017626848650404,0.0007277612275425,F01-session-1,25,career
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F026.wav,0.0211622858844468,0.62150773995052,0.0042943438508702,0.0074537025702383,0.016765401121331,0.028726241283176,0.0068921140963471,0.158556911107137,0.0369375169091281,0.0227313578872914,0.0749723853395136,F01-session-1,26,career
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F027.wav,0.0092907235872386,0.6894957143334264,0.0099565871503433,0.0331211604085337,0.0085841627819258,0.0402990469866433,0.0458683061093532,0.0266026172884247,0.0030816889499389,0.0477597774025061,0.0859402150016657,F01-session-1,27,career
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F028.wav,0.0552645504604429,0.6561357268934521,0.0072625202348338,0.0280312254813783,0.0135885167707246,0.0083946277253708,0.0627500473553107,0.0009855465850209,0.0137430374869124,0.0416841828563748,0.1121600181501782,F01-session-1,28,career
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F029.wav,0.0036558810709503,0.6795180898087713,0.0106494986046372,0.0633011955017404,0.0098650845543608,0.0002642320179225,0.0786748559273068,0.0393277679389246,0.0637960029038866,0.0149999155225542,0.0359474761489448,F01-session-1,29,career
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F030.wav,0.029295026169328,0.6877898268076814,0.0673138450785785,0.0291016772754267,0.0364985886311393,0.0579842212326718,0.0216210580053619,0.0056601828840529,0.0124286146912136,0.0274798730098508,0.0248270862146946,F01-session-1,30,career
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F031.wav,0.0169823995279743,0.685703412348234,0.0060090054072296,0.0048005095995182,0.0186767795458394,0.0168497392433861,0.1357835526637901,0.0450960099702988,0.010880245047375,0.015698920182301,0.0435194264640533,F01-session-1,31,career
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F032.wav,0.0947289973594167,0.6426680335929956,0.0734444420986341,0.0079894414348322,0.0420617544824524,0.0056089522899928,0.0182161498491305,0.026088863807168,0.0751297131951798,0.0104282259451435,0.0036354259450538,F01-session-1,32,romantic conflict
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F033.wav,0.0028857425747341,0.6743845181048691,0.0895026286942737,0.0196543972751921,0.0574160819977893,0.0374448979603874,0.025388059572574,0.0275678310888699,0.0194432110924142,0.0035816618623684,0.0427309697765275,F01-session-1,33,romantic conflict
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F034.wav,0.6292085880755356,0.0057007211000441,0.0621500849999258,0.1445172393348862,0.0017912870615349,0.0392084014694373,0.0558839114582426,0.0122499622138151,0.0127085543680083,0.033915324509774,0.0026659254087956,F01-session-1,34,romantic conflict
1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F035.wav,0.0195518315007117,0.001613188112815,4.8066433689600654e-05,0.0046939134175632,0.6668861229035092,0.0681326525896875,0.0455477737898458,0.1405658980099093,0.0240572540763373,0.0118865984416355,0.0170167007242954,F01-session-1,35,romantic conflict
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F036.wav,0.0731559395991724,0.0149485185733222,0.6981897199998573,0.0028372177829128,0.0337988158723799,0.0073282649456002,0.035977217257213,0.0467925299109183,0.0267036808520027,0.0272089113422589,0.0330591838643617,F01-session-1,36,romantic conflict
1,script,F,ang,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F037.wav,0.0390044592294639,0.0105447981860495,0.0222113531519059,0.0224073018331229,0.665940523225102,0.0107471300165349,0.1030676775640662,0.0470709450632389,0.0613945401509626,9.138399808438176e-05,0.0175198875814685,F01-session-1,37,romantic conflict
1,script,F,ang,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F038.wav,0.0117433854368784,0.023232441444344,0.0394747916411666,0.0507981633836021,0.659984243675345,0.0640896341373085,0.0163949024697578,0.0028026866783098,0.0741315709812203,0.05613727592239,0.001210904229677,F01-session-1,38,romantic conflict
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F039.wav,0.1313620140816332,0.6015606507908049,0.0430059906766234,0.001458336927236,0.0431824429472275,0.0745967399154339,0.0090972890364933,0.0065015262745582,0.0313001124620387,0.0323636443978426,0.0255712524901079,F01-session-1,39,romantic conflict
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F040.wav,0.0014600644526248,0.6873090654829552,0.0119548661697516,0.0775430250172263,0.0730948912957483,0.0222282995947915,0.0177556136462876,0.0396947058391076,0.0160907034342916,0.0141855745260892,0.0386831905411257,F01-session-1,40,identity
1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F041.wav,0.0258133198622094,0.0438370678528365,0.0530152061619882,0.0952484553945676,0.6232209149775274,0.01554407097215,0.0343550664909487,0.0026081762379384,0.0269277082257564,0.0766643379047915,0.0027656759192854,F01-session-1,41,identity
1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F042.wav,0.0025579172342277,0.0402527948545703,0.1042956752781429,0.0009753394336961,0.6081967712551248,0.0103510810047372,0.1867839595268711,0.0039620887893858,0.0287413810571926,0.0006119517493552,0.0132710398166958,F01-session-1,42,identity
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F043.wav,0.0597895311830541,0.620071352474813,0.0659447845301932,0.0153587294046398,0.0144906845494981,0.0337167190123241,0.0146689172106185,0.0062900987872699,0.078645715904953,0.0255033200589349,0.0655201468837011,F01-session-1,43,identity
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F044.wav,0.0114713504955913,0.6519893744522752,0.0028219728513482,0.007805107281919,0.0091869253830671,0.0213317510279336,0.0940646458027924,0.0348164513416875,0.0097110756223677,0.1237645829113087,0.0330367628297089,F01-session-1,44,identity
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M000.wav,0.6461102598382013,0.0684626625431398,0.0200889679498388,0.0022872881149334,0.066998995168993,0.0133570154080246,0.1095775827681539,0.0388415045787599,0.004472382400018,0.0038783154007897,0.0259250258291473,F01-session-1,45,identity
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M001.wav,0.6241991042779,0.0039622418155382,0.0728566126234953,0.0119034260144391,0.0396701822038332,0.0712953337549132,0.001908609670066,0.0816515549067024,0.0230511671413597,0.0154653355653412,0.0540364320264113,F01-session-1,46,identity
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M002.wav,0.61191405661681,0.0345793594244172,0.0215780472314977,0.0632968258137295,0.0054137222043819,0.1042053001393823,0.0003265048153133,0.0331772229571668,0.0391665886619071,0.0710869984831498,0.0152553736522439,F01-session-1,47,identity
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M003.wav,0.6210654218143121,0.063919490043746,0.0414316000379065,0.0333095614107437,0.1650616365154678,0.016274504857381,0.0250170348254589,0.001290715221516,0.0091159112811798,0.0039156076473798,0.0195985163449078,F01-session-1,48,support
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M004.wav,0.6116285993007912,0.0756741630378517,0.0435697236105109,0.029503144202006,0.0724749529712126,0.0124872500839247,0.0551522460771433,0.0117975940663042,0.0161402507710294,0.0162568636307951,0.0553152122484303,F01-session-1,49,support
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M005.wav,0.0181495242271662,0.677474643466278,0.0176563002891931,0.0241721323472038,0.0347160917630627,0.0068420804972795,0.0103407769643082,0.1332865645256958,0.0291250131061485,0.0034999556180277,0.044736917195636,F01-session-1,50,support
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M006.wav,0.018973460495059,0.0735527518824228,0.6291795188362025,0.0185483728359751,0.027947231080703,0.1121998476750602,0.0383021641301732,0.0011662321160344,0.025140235090175,0.0118800276282091,0.0431101582299853,F01-session-1,51,support
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M007.wav,0.6549663785494568,0.0235627045928429,0.0521713343547868,0.05285793297052,0.0132839748757932,0.0149025840703792,0.0364988022010418,0.0128308321341624,0.0541263161030487,0.0385803402106427,0.0462187999373251,F01-session-1,52,support
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M008.wav,0.0058464250165977,0.6039176501907362,0.1039348567756282,0.0856126212213738,0.0344928557999152,0.0739997502468405,0.0225253575714373,0.0474523385890306,0.003829468917887,0.0050520286292159,0.0133366470413372,F01-session-1,53,support
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M009.wav,0.0188043741405277,0.6351209389325376,0.0932231104517313,0.0037695197217443,0.0783574787478311,0.0266934520955388,0.0059773270029465,0.0492524799844748,0.0719907537569738,0.010528182742744,0.0062823824229499,F01-session-1,54,support
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M010.wav,0.6020361339497043,0.0816816429989389,0.0048302430838324,0.0019914438219256,0.0113016254239913,0.0825440311822688,0.1231313648410103,0.042117658886637,0.0273157612692078,0.0213210617861741,0.0017290327563089,F01-session-1,55,support
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M011.wav,0.0138046574554554,0.6920331849277573,0.009722667882994,0.0319952464828607,0.0515290749796878,0.0299112106302848,0.0260961300679795,0.0696323064064202,0.0059223856300691,0.0488615960339301,0.0204915395025608,F01-session-1,56,anger management
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M012.wav,0.6520464821038724,0.009225030276959,0.050491040315899,0.0124344132962196,0.0235926822978291,0.0067751097781261,0.0489855278053105,0.0151875314283708,0.0167562749444113,0.1227744153292511,0.0417314924237506,F01-session-1,57,anger management
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M013.wav,0.0151940356112496,0.6334636775381416,0.0795839730683517,0.0895146626818742,0.022597156756491,0.0274937202098179,0.0204840783646819,0.0014497746606,0.0568601987539808,0.0246773061622305,0.0286814161925803,F01-session-1,58,anger management
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M014.wav,0.6281547100617689,0.0187664266326558,0.0025129717934554,0.1559208423111054,0.0044414478817568,0.0091289425503761,0.0395260401807819,0.0585762411185196,0.022351871263407,0.0047471052983734,0.0558734009077994,F01-session-1,59,anger management
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M015.wav,0.635043588500064,0.012376161933029,0.0290511591534547,0.0586332360720279,0.0235121909644682,0.0699934058469916,0.0733854145157243,0.055318189269093,0.0149701380810565,0.0005629988302647,0.0271535168338257,F01-session-1,60,anger management
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M016.wav,0.6159477921386811,0.0446001230241707,0.0148170581240442,0.0355089828631575,0.0478421884377859,0.0605120538596848,0.0266900831944461,0.056664764600814,0.0461616756979823,0.0286308522585146,0.0226244258007184,F01-session-1,61,anger management
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M017.wav,0.6157290318074314,0.0163581510193816,0.0931318174293307,0.0602210372050591,0.0122207718069408,0.0202738976492685,0.0133877635654616,0.0281399773743487,0.1177248686967481,0.013828599674091,0.0089840837719379,F01-session-1,62,anger management
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M018.wav,0.020724820470978,0.6319142680602884,0.0735526802171695,0.0759295460031889,0.011385393507503,0.0286926239862191,0.0611644923382953,0.0014846568089056,0.0508533033818809,0.0388001018290438,0.005498113396527,F01-session-1,63,anger management
1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M019.wav,0.0338889605383966,0.1387317396815066,0.0691555819222342,0.0065744034089777,0.6289749947408728,0.0078864490796023,0.0140437785343178,0.0056892031899129,0.0640177805538714,0.009764475174206,0.0212726331761013,F01-session-1,64,family
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M020.wav,0.0037369328805517,0.6252282799988962,0.06421655727672,0.0105354932485917,0.0293118418512644,0.0098803346336837,0.0668235098218316,0.0796199596820833,0.0214534472737526,0.0073675404662402,0.0818261028663841,F01-session-1,65,family
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M021.wav,0.0594875367369725,0.6009095099396865,0.0093074850057776,0.011893185188607,0.0665765157821606,0.0774511070759391,0.0271933086561456,0.0158885801887763,0.052887855076979,0.068556120662773,0.0098487956861823,F01-session-1,66,family
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M022.wav,0.074350350283663,0.6660672206145601,0.0068346235121176,0.0097077463909938,0.0275244517399793,0.1229378097817595,0.0032401424593267,0.0042453587009098,0.0121168330691403,0.0147016957073197,0.0582737677402297,F01-session-1,67,family
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M023.wav,0.6207117997748405,0.0133500044347571,0.0548554660721389,0.0340050328165238,0.0007908285952448,0.0618920208072377,0.0031916203118959,0.0766536842641426,0.0372771191825684,0.0119558275768753,0.0853165961637745,F01-session-1,68,family
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M024.wav,0.6286112043122494,0.0274405155922917,0.0325664126598811,0.0302117909569129,0.0637519099745962,0.0049004142475786,0.0688398682081276,0.0184951720507384,0.0268442350991249,0.0485826773040892,0.0497557995944096,F01-session-1,69,family
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M025.wav,0.6573912822217778,0.0091159933756558,0.0545890831493979,0.0190362546542771,0.0080611329914755,0.0583119852699038,0.0440214802071717,0.0721729529918237,0.05180880726794,0.0204542466981667,0.0050367811724096,F01-session-1,70,family
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M026.wav,0.0407181739032729,0.6128047952810179,0.0336916006692196,0.0732140609901408,0.0087163332189316,0.0034932733201006,0.0545643208801851,0.0812854699472953,0.0037482710986126,0.0217336458694991,0.066030054821724,F01-session-1,71,family
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M027.wav,0.0039602186996966,0.6901222728899417,1.62608178414547e-05,0.0101282666352439,0.001155583478231,0.0077632980029839,0.1347563826246515,0.0777372703884572,0.0227013339474496,0.0309580602294054,0.0207010522860974,F01-session-1,72,self-esteem
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M028.wav,0.020203098685547,0.6617533080092255,0.0128959763974373,0.0147296733000424,0.1164049820324382,0.0105896307824697,0.0322846924116414,0.0656433688990803,0.0094075909569784,0.0051497089782984,0.050937969546841,F01-session-1,73,self-esteem
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M029.wav,0.0066026864600267,0.6708269754350461,0.1686952730598546,0.0222329824347807,0.0062766827227405,0.0035737675023529,0.0447413219696999,0.0324500788450609,0.0176966241097132,0.0096130011663871,0.017290606294337,F01-session-1,74,self-esteem
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M030.wav,0.0151503408976504,0.6966692037456924,0.0268728658494461,0.1136512311109729,0.0264759525669174,0.0200719865302442,0.0285968402711503,0.0434583828254647,0.0013220314390245,0.0144549614421358,0.013276203321301,F01-session-1,75,self-esteem
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M031.wav,0.0850924972087505,0.6328969199703157,0.0061767106904352,0.0062574751589938,0.0068227094166503,0.0738155997175073,0.0850227154576211,0.014076979173865,0.0329899958979536,0.0028973907509984,0.0539510065569087,F01-session-1,76,self-esteem
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M032.wav,0.0765175745765278,0.6038945618731294,0.0576172050635318,0.055804301464115,0.027850142883798,0.0338890323642487,0.0762461554895671,0.0309966160214949,0.0090642129231876,0.0139967185146998,0.0141234788256994,F01-session-1,77,self-esteem
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M033.wav,0.0258567361047332,0.6513604222951395,0.0464666892918094,0.0429974943178613,0.0467053573685695,0.0085518107303287,0.0695627622257469,0.0006045897557603,0.0008374333662061,0.0597234770814775,0.0473332274623672,F01-session-1,78,self-esteem
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M034.wav,0.6170655529281467,0.0420955651031219,0.0262632533736241,0.0333637955236819,0.0287983957927791,0.0349083434663199,0.0136484357738126,0.1364353758496272,0.0094439187989963,0.0004096358940069,0.0575677274958831,F01-session-1,79,self-esteem
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M035.wav,0.0186192036488334,0.6555613224979832,0.0326551784930264,0.0418977924121086,0.034525893987084,0.0848848188461121,0.0322313378035897,0.0305883819468797,0.0044967918065675,0.0374379679672537,0.027101310590561,F01-session-1,80,grief
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M036.wav,0.0283612841769109,0.671817512686238,0.0051758286411523,0.0098140365574096,0.0367087722774633,0.0375265540772736,0.0920794107875573,0.0370106298052075,0.0347225261579043,0.0437982505989527,0.0029851942339299,F01-session-1,81,grief
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M037.wav,0.0586795805999122,0.6305675620896103,0.0226515305854973,0.001120450342932,0.0449147101966374,0.0360326116955092,0.0676054331990547,0.0447628680362119,0.0466261342281787,0.0344287387694343,0.0126103802570216,F01-session-1,82,grief
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M038.wav,0.0078717006364135,0.6529667908733389,0.0172480551126859,0.0414691427020496,0.0194916092761848,0.0285845939532337,0.0251668732058017,0.0400604775116319,0.0794372718530798,0.0395919512677761,0.0481115336078037,F01-session-1,83,grief
